Gene	TFfam	blastiden
BraA08g000500.3.5C	WRKY	100.000
BraA09g037820.3.5C	HB-other	100.000
BraA06g036100.3.5C	bZIP	100.000
BraA01g022830.3.5C	SRS	100.000
BraA05g000170.3.5C	NF-YB	98.065
BraA10g000880.3.5C	NAC	99.324
BraA03g041720.3.5C	HSF	100.000
BraA09g052120.3.5C	MYB	100.000
BraA02g040830.3.5C	bZIP	100.000
BraA06g034000.3.5C	ERF	100.000
BraA01g039760.3.5C	NAC	100.000
BraA08g014690.3.5C	LSD	100.000
BraA01g002060.3.5C	HD-ZIP	98.618
BraA06g041020.3.5C	MYB	100.000
BraA01g033700.3.5C	GATA	99.306
BraA06g014080.3.5C	MYB_related	100.000
BraA09g007460.3.5C	MYB	100.000
BraA07g028280.3.5C	Trihelix	99.837
BraA01g033130.3.5C	C3H	100.000
BraA05g029910.3.5C	HB-other	100.000
BraA05g005290.3.5C	MIKC_MADS	100.000
BraA06g035570.3.5C	GeBP	100.000
BraA03g034130.3.5C	Trihelix	100.000
BraA04g023940.3.5C	LBD	95.238
BraA08g022430.3.5C	HD-ZIP	99.650
BraA09g041370.3.5C	YABBY	100.000
BraA05g030540.3.5C	WOX	100.000
BraA03g061070.3.5C	NAC	100.000
BraA09g009920.3.5C	GATA	100.000
BraA04g016400.3.5C	bZIP	100.000
BraA06g038610.3.5C	MYB	100.000
BraA03g000320.3.5C	C2H2	100.000
BraA08g019120.3.5C	C3H	99.148
BraA06g035970.3.5C	MYB	100.000
BraA01g038100.3.5C	SBP	100.000
BraA06g005550.3.5C	C2H2	100.000
BraA04g004320.3.5C	WRKY	99.621
BraA07g013150.3.5C	MYB	100.000
BraA01g006840.3.5C	bHLH	100.000
BraA07g043730.3.5C	C2H2	100.000
BraA10g006490.3.5C	Dof	100.000
BraA01g003750.3.5C	bHLH	100.000
BraA09g026020.3.5C	MYB	100.000
BraA05g027270.3.5C	EIL	99.674
BraA07g009620.3.5C	bHLH	100.000
BraA04g013250.3.5C	M-type_MADS	99.342
BraA10g029680.3.5C	ERF	74.500
BraA03g043850.3.5C	bZIP	100.000
BraA10g032940.3.5C	MYB_related	100.000
BraA05g005440.3.5C	BES1	100.000
BraA03g048720.3.5C	WRKY	100.000
BraA10g009500.3.5C	C2H2	100.000
BraA09g024120.3.5C	GRAS	97.755
BraA09g003230.3.5C	TCP	100.000
BraA02g046650.3.5C	WRKY	100.000
BraA07g017300.3.5C	AP2	100.000
BraA10g023060.3.5C	HSF	100.000
BraA01g009920.3.5C	TCP	100.000
BraA07g030180.3.5C	ERF	99.588
BraA10g000440.3.5C	MYB_related	100.000
BraA03g041320.3.5C	MYB	100.000
BraA01g008380.3.5C	C3H	100.000
BraA07g025830.3.5C	bHLH	100.000
BraA09g008940.3.5C	Dof	100.000
BraA07g036760.3.5C	HD-ZIP	100.000
BraA01g039360.3.5C	MYB	100.000
BraA09g013940.3.5C	MYB	100.000
BraA08g013070.3.5C	GATA	100.000
BraA02g019490.3.5C	bHLH	100.000
BraA04g030280.3.5C	bHLH	100.000
BraA08g032690.3.5C	C2H2	100.000
BraA06g014490.3.5C	MYB	100.000
BraA10g031850.3.5C	NAC	99.639
BraA09g033770.3.5C	NAC	100.000
BraA02g000060.3.5C	C2H2	100.000
BraA10g017290.3.5C	WOX	82.353
BraA05g010300.3.5C	HD-ZIP	100.000
BraA05g022800.3.5C	NAC	100.000
BraA03g001220.3.5C	C2H2	100.000
BraA03g045350.3.5C	LBD	100.000
BraA09g020820.3.5C	C2H2	100.000
BraA04g031940.3.5C	C2H2	100.000
BraA09g061020.3.5C	BBR-BPC	100.000
BraA06g025050.3.5C	bHLH	100.000
BraA02g044890.3.5C	ERF	100.000
BraA08g022610.3.5C	ERF	99.225
BraA06g027010.3.5C	Dof	99.634
BraA05g010280.3.5C	NF-YA	100.000
BraA06g039460.3.5C	bHLH	99.598
BraA09g006090.3.5C	C2H2	100.000
BraA06g037520.3.5C	MIKC_MADS	100.000
BraA08g025760.3.5C	C2H2	100.000
BraA02g046140.3.5C	NAC	100.000
BraA01g035110.3.5C	bZIP	100.000
BraA10g028440.3.5C	Trihelix	100.000
BraA02g009860.3.5C	NAC	100.000
BraA09g004660.3.5C	MYB	100.000
BraA09g017370.3.5C	M-type_MADS	100.000
BraA02g003800.3.5C	TALE	99.746
BraA06g042410.3.5C	NF-YB	100.000
BraA01g007730.3.5C	HB-PHD	91.908
BraA03g044810.3.5C	MYB	100.000
BraA04g032060.3.5C	ERF	100.000
BraA03g041430.3.5C	G2-like	100.000
BraA04g032690.3.5C	GRF	100.000
BraA05g001080.3.5C	NAC	100.000
BraA05g001970.3.5C	bZIP	99.645
BraA03g045490.3.5C	Dof	100.000
BraA02g026300.3.5C	NAC	100.000
BraA06g003110.3.5C	RAV	100.000
BraAnng002960.3.5C	SRS	99.701
BraA06g004270.3.5C	C3H	100.000
BraA05g027050.3.5C	C2H2	100.000
BraA07g000950.3.5C	C3H	100.000
BraA10g010690.3.5C	MIKC_MADS	100.000
BraA01g023580.3.5C	C2H2	100.000
BraA01g002020.3.5C	BES1	100.000
BraA09g047490.3.5C	GATA	100.000
BraA06g026950.3.5C	NAC	100.000
BraA03g038160.3.5C	ARR-B	99.538
BraA07g010740.3.5C	WRKY	100.000
BraA02g034980.3.5C	ERF	100.000
BraA06g011390.3.5C	ERF	100.000
BraA06g040190.3.5C	bHLH	100.000
BraA05g018930.3.5C	C2H2	85.000
BraA09g042620.3.5C	ERF	100.000
BraA06g034250.3.5C	ERF	100.000
BraA04g022610.3.5C	LBD	100.000
BraA02g001840.3.5C	WOX	100.000
BraA10g021430.3.5C	SBP	100.000
BraA06g039980.3.5C	ERF	100.000
BraA03g031400.3.5C	LBD	100.000
BraA08g023200.3.5C	bZIP	100.000
BraA03g048510.3.5C	NAC	100.000
BraA02g022050.3.5C	NF-YA	100.000
BraA07g017950.3.5C	GATA	100.000
BraA05g013670.3.5C	ERF	100.000
BraA02g004860.3.5C	ERF	79.920
BraA02g047260.3.5C	bZIP	100.000
BraA07g019220.3.5C	bHLH	99.684
BraA09g009190.3.5C	LBD	100.000
BraA06g044700.3.5C	C2H2	100.000
BraA04g013340.3.5C	HSF	100.000
BraA01g033950.3.5C	AP2	98.258
BraA07g035260.3.5C	WRKY	100.000
BraA06g013310.3.5C	MYB_related	100.000
BraA06g006050.3.5C	NF-YC	99.565
BraA04g019120.3.5C	WRKY	99.385
BraA10g004490.3.5C	bHLH	100.000
BraA02g006270.3.5C	bZIP	100.000
BraA03g050510.3.5C	HD-ZIP	98.808
BraA05g006220.3.5C	B3	100.000
BraA07g031740.3.5C	ERF	100.000
BraA09g023070.3.5C	bHLH	100.000
BraA04g022430.3.5C	C2H2	100.000
BraA01g027970.3.5C	MYB_related	100.000
BraA05g000740.3.5C	SBP	100.000
BraA04g017570.3.5C	MIKC_MADS	99.561
BraA05g039120.3.5C	CO-like	95.078
BraA07g018500.3.5C	C2H2	86.641
BraA10g028360.3.5C	ERF	99.697
BraA04g012840.3.5C	MYB	100.000
BraA08g010540.3.5C	C3H	100.000
BraA01g040860.3.5C	MYB	100.000
BraA06g034730.3.5C	M-type_MADS	100.000
BraA10g019150.3.5C	NAC	100.000
BraA03g019380.3.5C	WRKY	100.000
BraA03g062220.3.5C	bZIP	100.000
BraA05g030410.3.5C	MYB	100.000
BraA03g039300.3.5C	C3H	100.000
BraA03g018920.3.5C	GRF	100.000
BraA05g021580.3.5C	bZIP	100.000
BraA02g041160.3.5C	CO-like	100.000
BraA05g001600.3.5C	HRT-like	100.000
BraA04g033240.3.5C	bHLH	100.000
BraA03g024420.3.5C	B3	99.677
BraA06g005700.3.5C	YABBY	100.000
BraA03g028510.3.5C	WRKY	100.000
BraA06g038720.3.5C	MYB	100.000
BraA03g043990.3.5C	NAC	100.000
BraA10g006230.3.5C	MYB_related	100.000
BraA08g013330.3.5C	WRKY	100.000
BraA06g042640.3.5C	HD-ZIP	100.000
BraA03g054570.3.5C	NZZ/SPL	98.120
BraA01g002160.3.5C	GATA	100.000
BraA06g016570.3.5C	WOX	100.000
BraA03g053920.3.5C	GATA	99.742
BraA06g033850.3.5C	ERF	100.000
BraA01g008530.3.5C	CPP	100.000
BraA05g001240.3.5C	Dof	100.000
BraA03g014530.3.5C	ERF	99.708
BraA02g012580.3.5C	C2H2	100.000
BraA07g033030.3.5C	MYB	100.000
BraA04g005010.3.5C	Dof	100.000
BraA01g036880.3.5C	GATA	100.000
BraA07g029210.3.5C	MYB	100.000
BraA01g019220.3.5C	MYB_related	100.000
BraA05g007140.3.5C	ERF	79.757
BraA01g010420.3.5C	BES1	100.000
BraA09g058630.3.5C	WRKY	100.000
BraA01g045520.3.5C	C3H	100.000
BraA02g041400.3.5C	bHLH	100.000
BraA06g007320.3.5C	bHLH	100.000
BraA03g025490.3.5C	FAR1	99.877
BraA06g044770.3.5C	bZIP	100.000
BraA09g015910.3.5C	ERF	100.000
BraA07g002400.3.5C	bHLH	100.000
BraA03g037450.3.5C	NAC	100.000
BraA06g019600.3.5C	LBD	100.000
BraA08g001250.3.5C	Trihelix	99.676
BraA03g014050.3.5C	C2H2	99.799
BraA02g044550.3.5C	Dof	100.000
BraA03g030920.3.5C	MYB	100.000
BraA04g003950.3.5C	bHLH	98.790
BraA09g027900.3.5C	HSF	100.000
BraA09g003900.3.5C	NAC	100.000
BraA05g029880.3.5C	NAC	99.674
BraA02g035900.3.5C	HD-ZIP	98.990
BraA10g029730.3.5C	C3H	100.000
BraA09g007680.3.5C	Dof	100.000
BraA09g063880.3.5C	bHLH	99.699
BraA05g037670.3.5C	Trihelix	100.000
BraA01g028950.3.5C	NAC	99.062
BraA02g044950.3.5C	C2H2	80.172
BraA10g017760.3.5C	C2H2	98.750
BraA09g034610.3.5C	bZIP	100.000
BraA09g009560.3.5C	LBD	99.746
BraA04g020740.3.5C	TALE	100.000
BraA09g032450.3.5C	NAC	99.643
BraA04g029790.3.5C	HSF	100.000
BraA09g006830.3.5C	NF-YB	100.000
BraA10g002340.3.5C	C2H2	100.000
BraA09g043070.3.5C	GRAS	100.000
BraA07g034910.3.5C	bHLH	100.000
BraA02g032240.3.5C	C2H2	100.000
BraA10g014410.3.5C	MYB	88.750
BraA03g054600.3.5C	NAC	99.667
BraA07g040930.3.5C	Nin-like	100.000
BraA09g044020.3.5C	ZF-HD	100.000
BraA09g002470.3.5C	WRKY	100.000
BraA03g004240.3.5C	EIL	100.000
BraA01g016220.3.5C	MIKC_MADS	85.909
BraA05g007650.3.5C	C2H2	100.000
BraA08g001730.3.5C	TCP	100.000
BraA03g003480.3.5C	TCP	100.000
BraA01g000950.3.5C	HD-ZIP	100.000
BraA07g009190.3.5C	bHLH	100.000
BraA09g010420.3.5C	bHLH	100.000
BraA07g035010.3.5C	bHLH	100.000
BraA02g033920.3.5C	WRKY	100.000
BraA07g034450.3.5C	C3H	100.000
BraA03g041450.3.5C	bHLH	100.000
BraA08g026430.3.5C	MYB	100.000
BraA01g016320.3.5C	C3H	88.706
BraA09g005920.3.5C	CPP	100.000
BraA06g014330.3.5C	MYB	100.000
BraA07g030070.3.5C	MYB_related	100.000
BraA09g035360.3.5C	C2H2	100.000
BraA06g002780.3.5C	C2H2	100.000
BraA02g027360.3.5C	MYB	99.277
BraA04g015590.3.5C	GeBP	90.879
BraA04g019710.3.5C	ARR-B	100.000
BraA10g015050.3.5C	MYB_related	100.000
BraA02g019330.3.5C	RAV	100.000
BraA09g029190.3.5C	NAC	100.000
BraA09g057670.3.5C	ERF	81.029
BraA01g044480.3.5C	G2-like	100.000
BraA02g005930.3.5C	bHLH	100.000
BraA03g058510.3.5C	GATA	100.000
BraA05g036660.3.5C	WOX	100.000
BraA07g042020.3.5C	ARF	100.000
BraA07g017530.3.5C	Dof	100.000
BraA04g003410.3.5C	C2H2	97.059
BraA09g011740.3.5C	bHLH	100.000
BraA05g018950.3.5C	AP2	99.115
BraA03g023920.3.5C	MIKC_MADS	91.440
BraA06g020060.3.5C	Dof	100.000
BraA01g045160.3.5C	HSF	100.000
BraA03g018400.3.5C	BBR-BPC	100.000
BraA06g026530.3.5C	HSF	100.000
BraA08g023370.3.5C	MYB	100.000
BraA09g016880.3.5C	bHLH	84.146
BraA02g044410.3.5C	MIKC_MADS	100.000
BraA06g040120.3.5C	G2-like	100.000
BraA09g015260.3.5C	WRKY	100.000
BraA08g003820.3.5C	B3	100.000
BraA08g029610.3.5C	HD-ZIP	100.000
BraA05g018550.3.5C	Dof	99.459
BraA03g006730.3.5C	HD-ZIP	100.000
BraAnng003350.3.5C	WRKY	100.000
BraA04g030050.3.5C	WRKY	100.000
BraA02g026150.3.5C	G2-like	99.422
BraA02g001400.3.5C	NAC	100.000
BraA05g043630.3.5C	G2-like	100.000
BraA08g034060.3.5C	Dof	100.000
BraA09g037950.3.5C	Dof	100.000
BraA01g001950.3.5C	TALE	100.000
BraA08g000170.3.5C	NAC	100.000
BraA01g033930.3.5C	C2H2	100.000
BraA07g035610.3.5C	NAC	96.543
BraA03g055500.3.5C	NAC	100.000
BraA05g020420.3.5C	ARR-B	100.000
BraA06g036080.3.5C	WRKY	100.000
BraA09g049310.3.5C	bZIP	100.000
BraA07g008030.3.5C	NAC	99.476
BraA08g030780.3.5C	Whirly	100.000
BraA02g020470.3.5C	TALE	100.000
BraA09g024520.3.5C	NAC	100.000
BraA03g062290.3.5C	HD-ZIP	100.000
BraA05g037070.3.5C	G2-like	99.650
BraA08g007040.3.5C	ERF	100.000
BraA05g037980.3.5C	MYB_related	100.000
BraA08g023040.3.5C	MYB_related	100.000
BraA10g027160.3.5C	C2H2	100.000
BraA01g030680.3.5C	MYB	95.149
BraA03g036150.3.5C	G2-like	100.000
BraA07g032430.3.5C	TCP	99.135
BraA02g006280.3.5C	CO-like	100.000
BraA05g040980.3.5C	MYB_related	96.998
BraA06g045040.3.5C	bHLH	99.490
BraA07g020030.3.5C	GRAS	100.000
BraA01g001030.3.5C	Dof	100.000
BraA02g003910.3.5C	NAC	100.000
BraA03g017450.3.5C	C3H	100.000
BraA03g022580.3.5C	NAC	100.000
BraA07g011980.3.5C	NAC	100.000
BraA07g011070.3.5C	bHLH	100.000
BraA02g038010.3.5C	ERF	100.000
BraA02g017520.3.5C	MYB	97.189
BraA09g036390.3.5C	TCP	100.000
BraA06g022040.3.5C	bZIP	100.000
BraA08g027640.3.5C	ARF	100.000
BraA01g032430.3.5C	HSF	100.000
BraA09g017930.3.5C	MYB	100.000
BraA04g016960.3.5C	WRKY	100.000
BraA10g023090.3.5C	MYB	100.000
BraA03g060250.3.5C	MYB	100.000
BraA06g018880.3.5C	NF-YC	100.000
BraA08g027270.3.5C	ERF	99.367
BraA09g014910.3.5C	ERF	99.016
BraA02g003430.3.5C	MYB	100.000
BraA10g023840.3.5C	bZIP	100.000
BraA04g016560.3.5C	BBR-BPC	100.000
BraA07g039110.3.5C	MYB	100.000
BraA06g030440.3.5C	MYB	100.000
BraA03g056460.3.5C	ARF	98.777
BraA01g044920.3.5C	HD-ZIP	95.532
BraA03g045070.3.5C	MYB_related	100.000
BraA03g015930.3.5C	MIKC_MADS	100.000
BraA03g023620.3.5C	ERF	100.000
BraA08g021730.3.5C	TALE	100.000
BraA09g064200.3.5C	MYB	100.000
BraA01g023240.3.5C	LBD	99.438
BraA05g008340.3.5C	MYB_related	100.000
BraA05g000570.3.5C	WRKY	100.000
BraA01g018000.3.5C	C2H2	100.000
BraA07g014610.3.5C	YABBY	100.000
BraA09g042990.3.5C	MYB_related	100.000
BraA03g013360.3.5C	WRKY	100.000
BraA02g012080.3.5C	ARR-B	100.000
BraA09g004690.3.5C	bZIP	100.000
BraA09g061960.3.5C	Trihelix	100.000
BraA02g044530.3.5C	bHLH	98.891
BraA09g001140.3.5C	B3	100.000
BraA05g031410.3.5C	GATA	100.000
BraA02g023450.3.5C	ZF-HD	100.000
BraA07g037030.3.5C	Whirly	100.000
BraA04g017680.3.5C	bHLH	100.000
BraA03g045340.3.5C	C2H2	99.524
BraA09g023490.3.5C	ERF	100.000
BraA05g001000.3.5C	B3	100.000
BraA03g058430.3.5C	MYB	99.888
BraA07g035510.3.5C	MYB	100.000
BraA04g013900.3.5C	MYB	97.338
BraA10g016890.3.5C	M-type_MADS	88.889
BraA02g039350.3.5C	LBD	100.000
BraA04g031550.3.5C	FAR1	98.500
BraA07g017410.3.5C	bHLH	100.000
BraA09g006850.3.5C	bZIP	100.000
BraA02g045550.3.5C	Dof	98.973
BraA04g001080.3.5C	B3	100.000
BraA05g014020.3.5C	WRKY	100.000
BraA06g044640.3.5C	C3H	100.000
BraA07g025590.3.5C	ERF	100.000
BraA06g043220.3.5C	bHLH	100.000
BraA06g035810.3.5C	WRKY	95.894
BraA02g014070.3.5C	bHLH	100.000
BraA09g053580.3.5C	WRKY	100.000
BraA09g051950.3.5C	BBR-BPC	100.000
BraA03g035650.3.5C	C3H	100.000
BraA07g011680.3.5C	Dof	100.000
BraA03g031620.3.5C	HSF	100.000
BraA01g042590.3.5C	CO-like	100.000
BraA08g025220.3.5C	C2H2	100.000
BraA08g024440.3.5C	WRKY	100.000
BraA08g002290.3.5C	HD-ZIP	100.000
BraA07g011420.3.5C	C3H	98.817
BraA01g006160.3.5C	WRKY	100.000
BraA03g034380.3.5C	MYB	98.943
BraA09g009160.3.5C	C2H2	100.000
BraA09g053170.3.5C	Dof	99.694
BraA06g000520.3.5C	GRAS	100.000
BraA04g018150.3.5C	ERF	100.000
BraA08g027530.3.5C	bZIP	93.418
BraA04g001180.3.5C	ARF	100.000
BraA08g036210.3.5C	B3	98.310
BraA07g043350.3.5C	G2-like	100.000
BraA01g018810.3.5C	ERF	86.350
BraA08g026440.3.5C	Dof	100.000
BraA07g028820.3.5C	TALE	100.000
BraA05g014120.3.5C	B3	99.874
BraA02g007390.3.5C	MYB	100.000
BraA01g004060.3.5C	MIKC_MADS	100.000
BraA03g054250.3.5C	ERF	100.000
BraA09g044190.3.5C	SRS	100.000
BraA03g012780.3.5C	MYB_related	100.000
BraA08g017420.3.5C	MYB	100.000
BraA01g003330.3.5C	bZIP	100.000
BraA07g023750.3.5C	C2H2	100.000
BraA07g019610.3.5C	AP2	100.000
BraA08g028680.3.5C	ARF	100.000
BraA03g032700.3.5C	NF-YA	100.000
BraA10g017390.3.5C	GRAS	100.000
BraA07g002190.3.5C	GRAS	100.000
BraA05g037330.3.5C	C2H2	98.969
BraA08g027050.3.5C	TALE	100.000
BraA03g025100.3.5C	LBD	100.000
BraA05g013460.3.5C	bZIP	100.000
BraA04g002290.3.5C	MYB_related	100.000
BraA05g040330.3.5C	bHLH	100.000
BraA05g004880.3.5C	GATA	100.000
BraA09g055190.3.5C	C3H	100.000
BraA09g038750.3.5C	SBP	100.000
BraA03g060580.3.5C	C2H2	99.658
BraA10g024230.3.5C	ZF-HD	100.000
BraA10g006980.3.5C	HSF	100.000
BraA03g000800.3.5C	Dof	100.000
BraA09g029480.3.5C	MIKC_MADS	100.000
BraA09g017150.3.5C	NAC	89.803
BraA03g024350.3.5C	Dof	100.000
BraA10g024180.3.5C	MYB	100.000
BraA09g047730.3.5C	AP2	100.000
BraA07g040280.3.5C	C2H2	100.000
BraA09g005560.3.5C	C3H	100.000
BraA09g053250.3.5C	NAC	100.000
BraA02g019580.3.5C	SBP	100.000
BraA08g021580.3.5C	GATA	100.000
BraA10g000870.3.5C	NAC	75.433
BraA03g017110.3.5C	MYB	99.781
BraA03g006740.3.5C	bHLH	100.000
BraA02g043110.3.5C	M-type_MADS	99.720
BraA07g035720.3.5C	HD-ZIP	100.000
BraA02g003320.3.5C	bZIP	100.000
BraA09g006160.3.5C	CO-like	100.000
BraA10g025730.3.5C	WRKY	100.000
BraA02g039900.3.5C	bHLH	100.000
BraA04g016620.3.5C	SRS	99.474
BraA09g050540.3.5C	bZIP	100.000
BraA05g040100.3.5C	C3H	100.000
BraA03g022100.3.5C	HSF	100.000
BraA03g023560.3.5C	Trihelix	100.000
BraA01g038750.3.5C	ERF	100.000
BraA07g020040.3.5C	GRAS	100.000
BraA03g038660.3.5C	B3	95.203
BraA05g012660.3.5C	HD-ZIP	100.000
BraA04g014960.3.5C	WRKY	100.000
BraA09g052660.3.5C	MYB	99.658
BraA01g010350.3.5C	MYB	98.398
BraA06g041090.3.5C	Whirly	100.000
BraA02g026410.3.5C	WRKY	100.000
BraA09g013280.3.5C	TALE	100.000
BraA03g045730.3.5C	ZF-HD	98.729
BraA09g039260.3.5C	C2H2	100.000
BraA03g016550.3.5C	ERF	100.000
BraA01g000270.3.5C	DBB	100.000
BraA05g023540.3.5C	NAC	92.222
BraA08g015470.3.5C	MYB	100.000
BraA05g002870.3.5C	LBD	100.000
BraA01g043180.3.5C	MYB	100.000
BraA09g049920.3.5C	MIKC_MADS	100.000
BraA07g025060.3.5C	MYB	96.167
BraA05g005110.3.5C	LBD	100.000
BraA01g009400.3.5C	HSF	100.000
BraA09g042850.3.5C	ERF	100.000
BraA06g002860.3.5C	RAV	100.000
BraA10g023830.3.5C	CO-like	93.989
BraA09g034220.3.5C	G2-like	100.000
BraA01g005190.3.5C	HD-ZIP	100.000
BraA03g052350.3.5C	WRKY	100.000
BraA01g000200.3.5C	BBR-BPC	100.000
BraA10g014300.3.5C	NAC	100.000
BraA09g040130.3.5C	C2H2	100.000
BraA02g042040.3.5C	WRKY	99.712
BraA01g019430.3.5C	GRAS	99.626
BraA02g002150.3.5C	C3H	78.205
BraA06g000480.3.5C	WRKY	91.284
BraA10g010830.3.5C	HD-ZIP	100.000
BraA07g026480.3.5C	FAR1	100.000
BraA08g025260.3.5C	bHLH	100.000
BraA09g023750.3.5C	NF-YB	100.000
BraA03g035770.3.5C	NF-YC	100.000
BraA07g023350.3.5C	bHLH	100.000
BraA09g000540.3.5C	bHLH	81.431
BraA01g041940.3.5C	MYB	100.000
BraA07g002560.3.5C	bZIP	98.810
BraA03g022460.3.5C	G2-like	100.000
BraA03g056000.3.5C	NAC	100.000
BraA01g019760.3.5C	HD-ZIP	100.000
BraA08g000070.3.5C	MYB	100.000
BraA08g015590.3.5C	MIKC_MADS	100.000
BraA08g032620.3.5C	bHLH	100.000
BraA04g022870.3.5C	B3	100.000
BraA07g028780.3.5C	SRS	100.000
BraA07g037890.3.5C	ERF	90.040
BraA03g037720.3.5C	NF-YB	97.354
BraA01g041200.3.5C	G2-like	100.000
BraA09g003460.3.5C	LBD	100.000
BraA08g021680.3.5C	bZIP	100.000
BraA09g059470.3.5C	M-type_MADS	100.000
BraA01g036010.3.5C	B3	100.000
BraA05g020100.3.5C	bHLH	100.000
BraA06g031010.3.5C	bHLH	99.451
BraA02g027720.3.5C	NAC	100.000
BraA03g004250.3.5C	MIKC_MADS	100.000
BraA02g024270.3.5C	NAC	100.000
BraA02g036570.3.5C	C2H2	95.695
BraA01g014320.3.5C	WRKY	100.000
BraA06g026150.3.5C	NAC	100.000
BraA02g023110.3.5C	MYB	99.593
BraA05g036520.3.5C	MYB	100.000
BraA09g004120.3.5C	MIKC_MADS	100.000
BraA09g023230.3.5C	HD-ZIP	100.000
BraA07g017150.3.5C	MYB	100.000
BraA02g023220.3.5C	MYB	100.000
BraA07g004060.3.5C	NAC	98.976
BraA06g012500.3.5C	LBD	100.000
BraA03g007660.3.5C	MYB	100.000
BraA05g007270.3.5C	Trihelix	99.658
BraA03g044350.3.5C	MYB	100.000
BraA07g029620.3.5C	EIL	100.000
BraA09g049480.3.5C	bHLH	100.000
BraA05g012560.3.5C	MYB	100.000
BraA04g016090.3.5C	HSF	100.000
BraA04g026760.3.5C	TALE	100.000
